Timestamp,Price,Price_from,Price_to
2024-03-08 06:15:37,52297.1069901497,,52297.1069901497
2024-03-08 06:20:41,52274.51438965768,52297.1069901497,52274.51438965768
2024-03-08 06:25:07,52294.728961124274,52274.51438965768,52294.728961124274
2024-03-08 06:30:32,52331.301244642666,52294.728961124274,52331.301244642666
2024-03-08 06:36:18,52409.598971519976,52331.301244642666,52409.598971519976
2024-03-08 06:40:37,52424.102406550264,52409.598971519976,52424.102406550264
2024-03-08 06:46:30,52500.21730058945,52424.102406550264,52500.21730058945
2024-03-08 06:50:49,52621.50759615267,52500.21730058945,52621.50759615267
2024-03-08 06:55:59,52710.98447216387,52621.50759615267,52710.98447216387
2024-03-08 07:00:48,52711.09582680934,52710.98447216387,52711.09582680934
2024-03-08 07:06:10,52708.43987261798,52711.09582680934,52708.43987261798
2024-03-08 07:09:35,52684.6157118781,52708.43987261798,52684.6157118781
2024-03-08 07:15:23,52688.99415822768,52684.6157118781,52688.99415822768
2024-03-08 07:20:55,52699.245475430514,52688.99415822768,52699.245475430514
2024-03-08 07:25:34,52713.09588427931,52699.245475430514,52713.09588427931
2024-03-08 07:31:20,52733.49903677507,52713.09588427931,52733.49903677507
2024-03-08 07:36:52,52751.935028680935,52733.49903677507,52751.935028680935
2024-03-08 07:45:12,52761.22910932136,52751.935028680935,52761.22910932136
2024-03-08 07:50:35,52677.057152304595,52761.22910932136,52677.057152304595
2024-03-08 07:55:06,52591.918353401124,52677.057152304595,52591.918353401124
2024-03-08 08:00:12,52569.8223949156,52591.918353401124,52569.8223949156
2024-03-08 08:05:13,52609.90760247048,52569.8223949156,52609.90760247048
2024-03-08 08:09:45,52580.72769529282,52609.90760247048,52580.72769529282
2024-03-08 08:15:08,52555.53334078688,52580.72769529282,52555.53334078688
2024-03-08 08:20:08,52523.86304751211,52555.53334078688,52523.86304751211
2024-03-08 08:25:15,52474.902080538406,52523.86304751211,52474.902080538406
2024-03-08 08:30:21,52475.13015560595,52474.902080538406,52475.13015560595
2024-03-08 08:34:56,52441.81392235497,52475.13015560595,52441.81392235497
2024-03-08 08:40:23,52626.44519822423,52441.81392235497,52626.44519822423
2024-03-08 08:45:19,52615.49131872483,52626.44519822423,52615.49131872483
2024-03-08 08:49:57,52649.57236746799,52615.49131872483,52649.57236746799
2024-03-08 08:55:08,52594.990862020575,52649.57236746799,52594.990862020575
2024-03-08 09:00:10,52543.88492143506,52594.990862020575,52543.88492143506
2024-03-08 09:05:08,52476.598733966595,52543.88492143506,52476.598733966595
2024-03-08 09:10:51,52392.71819435664,52476.598733966595,52392.71819435664
2024-03-08 09:15:23,52489.17540090461,52392.71819435664,52489.17540090461
2024-03-08 09:20:06,52519.68455635641,52489.17540090461,52519.68455635641
2024-03-08 09:25:19,52494.25640111651,52519.68455635641,52494.25640111651
2024-03-08 09:29:57,52471.171609510544,52494.25640111651,52471.171609510544
2024-03-08 09:35:06,52458.08801649153,52471.171609510544,52458.08801649153
2024-03-08 09:40:00,52485.822975872834,52458.08801649153,52485.822975872834
2024-03-08 09:45:20,52481.610167930645,52485.822975872834,52481.610167930645
2024-03-08 09:50:01,52463.42860586251,52481.610167930645,52463.42860586251
2024-03-08 09:55:05,52480.46706241721,52463.42860586251,52480.46706241721
2024-03-08 10:00:03,52422.850774550665,52480.46706241721,52422.850774550665
2024-03-08 10:05:17,52417.774943015116,52422.850774550665,52417.774943015116
2024-03-08 10:10:28,52410.9556345196,52417.774943015116,52410.9556345196
2024-03-08 10:15:23,52378.91326307395,52410.9556345196,52378.91326307395
2024-03-08 10:20:24,52436.26565067927,52378.91326307395,52436.26565067927
2024-03-08 10:25:10,52385.755939056566,52436.26565067927,52385.755939056566
2024-03-08 10:30:17,52447.98090362465,52385.755939056566,52447.98090362465
2024-03-08 10:35:06,52509.74931481089,52447.98090362465,52509.74931481089
2024-03-08 10:40:26,52568.3962528828,52509.74931481089,52568.3962528828
2024-03-08 10:45:24,52629.68511026446,52568.3962528828,52629.68511026446
2024-03-08 10:50:23,52554.211192147166,52629.68511026446,52554.211192147166
2024-03-08 10:55:11,52512.838283335615,52554.211192147166,52512.838283335615
2024-03-08 11:00:09,52520.689039281126,52512.838283335615,52520.689039281126
2024-03-08 11:05:02,52493.18465816923,52520.689039281126,52493.18465816923
2024-03-08 11:09:56,52537.55831594261,52493.18465816923,52537.55831594261
2024-03-08 11:15:09,52634.49257467374,52537.55831594261,52634.49257467374
2024-03-08 11:20:08,52617.28603559075,52634.49257467374,52617.28603559075
2024-03-08 11:25:19,52584.45466062032,52617.28603559075,52584.45466062032
2024-03-08 11:30:14,52523.154177935736,52584.45466062032,52523.154177935736
2024-03-08 11:35:11,52493.045773676924,52523.154177935736,52493.045773676924
2024-03-08 11:40:24,52627.96920930823,52493.045773676924,52627.96920930823
2024-03-08 11:45:08,52662.29951983671,52627.96920930823,52662.29951983671
2024-03-08 11:49:55,52726.719772358076,52662.29951983671,52726.719772358076
2024-03-08 11:54:59,52703.291319672164,52726.719772358076,52703.291319672164
2024-03-08 12:00:13,52834.240540588566,52703.291319672164,52834.240540588566
2024-03-08 12:05:17,52789.24671641683,52834.240540588566,52789.24671641683
2024-03-08 12:10:37,52724.19895680033,52789.24671641683,52724.19895680033
2024-03-08 12:15:14,52711.37626621975,52724.19895680033,52711.37626621975
2024-03-08 12:20:22,52597.04609585736,52711.37626621975,52597.04609585736
2024-03-08 12:25:13,52707.33958439975,52597.04609585736,52707.33958439975
2024-03-08 12:30:10,52647.24453332721,52707.33958439975,52647.24453332721
2024-03-08 12:35:11,52552.37158636758,52647.24453332721,52552.37158636758
2024-03-08 12:40:18,52553.33667075936,52552.37158636758,52553.33667075936
2024-03-08 12:45:11,52594.77277421931,52553.33667075936,52594.77277421931
2024-03-08 12:50:14,52668.187047021995,52594.77277421931,52668.187047021995
2024-03-08 12:55:15,52693.7332600315,52668.187047021995,52693.7332600315
2024-03-08 13:00:08,52674.70115469427,52693.7332600315,52674.70115469427
