Timestamp,Price,Price_from,Price_to
2024-03-23 06:15:07,50828.403199881715,,50828.403199881715
2024-03-23 06:20:22,50843.067548419276,50828.403199881715,50843.067548419276
2024-03-23 06:25:17,50910.50543521826,50843.067548419276,50910.50543521826
2024-03-23 06:30:15,50948.674470368314,50910.50543521826,50948.674470368314
2024-03-23 06:35:44,50919.24930946709,50948.674470368314,50919.24930946709
2024-03-23 06:41:38,50937.67699279786,50919.24930946709,50937.67699279786
2024-03-23 06:45:08,51003.126120568246,50937.67699279786,51003.126120568246
2024-03-23 06:50:14,50932.797831246266,51003.126120568246,50932.797831246266
2024-03-23 06:55:38,50889.36006824003,50932.797831246266,50889.36006824003
2024-03-23 07:01:22,50933.46337225161,50889.36006824003,50933.46337225161
2024-03-23 07:05:19,50969.61597559318,50933.46337225161,50969.61597559318
2024-03-23 07:10:31,51136.897195141035,50969.61597559318,51136.897195141035
2024-03-23 07:15:02,51247.399358756,51136.897195141035,51247.399358756
2024-03-23 07:21:03,51377.65096384754,51247.399358756,51377.65096384754
2024-03-23 07:25:27,51369.8603788414,51377.65096384754,51369.8603788414
2024-03-23 07:30:15,51271.38439740298,51369.8603788414,51271.38439740298
2024-03-23 07:35:12,51207.16170667489,51271.38439740298,51207.16170667489
2024-03-23 07:40:48,51231.80064047691,51207.16170667489,51231.80064047691
2024-03-23 07:45:16,51331.41451691193,51231.80064047691,51331.41451691193
2024-03-23 07:50:16,51251.566814589496,51331.41451691193,51251.566814589496
2024-03-23 07:54:57,51200.53291452461,51251.566814589496,51200.53291452461
2024-03-23 08:00:34,51234.88142227716,51200.53291452461,51234.88142227716
2024-03-23 08:05:37,51325.38910949153,51234.88142227716,51325.38910949153
2024-03-23 08:10:49,51422.93037963516,51325.38910949153,51422.93037963516
2024-03-23 08:15:51,51297.10887368816,51422.93037963516,51297.10887368816
2024-03-23 08:20:37,51230.41036332666,51297.10887368816,51230.41036332666
2024-03-23 08:26:03,51167.9020558286,51230.41036332666,51167.9020558286
2024-03-23 08:30:30,51156.89150603132,51167.9020558286,51156.89150603132
2024-03-23 08:35:52,51039.667925476475,51156.89150603132,51039.667925476475
2024-03-23 08:40:49,51099.1224653249,51039.667925476475,51099.1224653249
2024-03-23 08:45:43,51125.06804241541,51099.1224653249,51125.06804241541
2024-03-23 08:51:31,51171.05025705162,51125.06804241541,51171.05025705162
2024-03-23 08:55:29,51079.53297099356,51171.05025705162,51079.53297099356
2024-03-23 09:00:43,51158.13819327144,51079.53297099356,51158.13819327144
2024-03-23 09:05:43,51143.417471430934,51158.13819327144,51143.417471430934
2024-03-23 09:10:57,51130.12459646986,51143.417471430934,51130.12459646986
2024-03-23 09:16:17,50981.21290164938,51130.12459646986,50981.21290164938
2024-03-23 09:21:17,51018.09056695406,50981.21290164938,51018.09056695406
2024-03-23 09:26:02,51062.65180882376,51018.09056695406,51062.65180882376
2024-03-23 09:31:42,51069.4718707366,51062.65180882376,51069.4718707366
2024-03-23 09:35:12,51063.10686907297,51069.4718707366,51063.10686907297
2024-03-23 09:40:50,51047.94104735394,51063.10686907297,51047.94104735394
2024-03-23 09:46:00,51108.04753755135,51047.94104735394,51108.04753755135
2024-03-23 09:50:52,51052.58155529934,51108.04753755135,51052.58155529934
2024-03-23 09:56:16,51114.77021171763,51052.58155529934,51114.77021171763
2024-03-23 10:00:17,51165.87778871587,51114.77021171763,51165.87778871587
2024-03-23 10:05:02,51288.59889768168,51165.87778871587,51288.59889768168
2024-03-23 10:11:10,51251.56777398243,51288.59889768168,51251.56777398243
2024-03-23 10:15:51,51177.1533876401,51251.56777398243,51177.1533876401
2024-03-23 10:20:53,51230.183827382294,51177.1533876401,51230.183827382294
2024-03-23 10:25:37,51314.73302789326,51230.183827382294,51314.73302789326
2024-03-23 10:30:41,51259.66984402503,51314.73302789326,51259.66984402503
2024-03-23 10:36:12,51300.99531526937,51259.66984402503,51300.99531526937
2024-03-23 10:40:42,51237.23059646197,51300.99531526937,51237.23059646197
2024-03-23 10:46:22,51211.85565436707,51237.23059646197,51211.85565436707
2024-03-23 10:51:38,51189.59266008715,51211.85565436707,51189.59266008715
2024-03-23 10:55:31,51089.275614585364,51189.59266008715,51089.275614585364
2024-03-23 11:00:16,51059.83832604551,51089.275614585364,51059.83832604551
2024-03-23 11:05:56,51054.910179582876,51059.83832604551,51054.910179582876
2024-03-23 11:11:38,51052.85270448954,51054.910179582876,51052.85270448954
2024-03-23 11:15:15,51152.2237533413,51052.85270448954,51152.2237533413
2024-03-23 11:21:28,51192.64655243567,51152.2237533413,51192.64655243567
2024-03-23 11:25:11,51170.6972201845,51192.64655243567,51170.6972201845
2024-03-23 11:30:26,51147.94442381539,51170.6972201845,51147.94442381539
2024-03-23 11:36:24,51285.404555276364,51147.94442381539,51285.404555276364
2024-03-23 11:40:45,51256.915655931334,51285.404555276364,51256.915655931334
2024-03-23 11:45:31,51257.33177269871,51256.915655931334,51257.33177269871
2024-03-23 11:50:08,51231.56100213548,51257.33177269871,51231.56100213548
2024-03-23 11:55:30,51230.4180480249,51231.56100213548,51230.4180480249
2024-03-23 12:01:01,51306.02527039011,51230.4180480249,51306.02527039011
2024-03-23 12:05:39,51258.79566914982,51306.02527039011,51258.79566914982
2024-03-23 12:11:13,51391.52730903146,51258.79566914982,51391.52730903146
2024-03-23 12:16:11,51277.828797027614,51391.52730903146,51277.828797027614
2024-03-23 12:20:35,51248.94343729952,51277.828797027614,51248.94343729952
2024-03-23 12:25:37,51414.70900271156,51248.94343729952,51414.70900271156
2024-03-23 12:31:42,51349.63695774129,51414.70900271156,51349.63695774129
2024-03-23 12:35:52,51308.30342086021,51349.63695774129,51308.30342086021
2024-03-23 12:40:02,51347.67138831066,51308.30342086021,51347.67138831066
2024-03-23 12:46:18,51364.06990145743,51347.67138831066,51364.06990145743
2024-03-23 12:50:40,51415.801155627836,51364.06990145743,51415.801155627836
2024-03-23 12:55:33,51474.39134172682,51415.801155627836,51474.39134172682
2024-03-23 13:01:10,51338.10229733476,51474.39134172682,51338.10229733476
2024-03-23 13:06:07,51255.97876208541,51338.10229733476,51255.97876208541
2024-03-23 13:10:46,51218.84790753491,51255.97876208541,51218.84790753491
2024-03-23 13:15:20,51299.01627435353,51218.84790753491,51299.01627435353
2024-03-23 13:20:43,51204.11837008504,51299.01627435353,51204.11837008504
2024-03-23 13:25:39,51239.395387461525,51204.11837008504,51239.395387461525
2024-03-23 13:30:29,51222.93800319838,51239.395387461525,51222.93800319838
2024-03-23 13:36:06,51135.4562521494,51222.93800319838,51135.4562521494
2024-03-23 13:40:54,51166.94483948388,51135.4562521494,51166.94483948388
2024-03-23 13:46:10,51135.87911215878,51166.94483948388,51135.87911215878
2024-03-23 13:52:11,51201.062053333175,51135.87911215878,51201.062053333175
2024-03-23 13:55:50,51300.5152082301,51201.062053333175,51300.5152082301
2024-03-23 14:00:31,51257.911686184234,51300.5152082301,51257.911686184234
2024-03-23 14:05:19,51250.00241808212,51257.911686184234,51250.00241808212
2024-03-23 14:12:01,51254.977291466945,51250.00241808212,51254.977291466945
2024-03-23 14:15:28,51223.72357410891,51254.977291466945,51223.72357410891
2024-03-23 14:20:58,51170.27179448911,51223.72357410891,51170.27179448911
2024-03-23 14:26:39,51297.03071323603,51170.27179448911,51297.03071323603
2024-03-23 14:31:45,51524.954103620286,51297.03071323603,51524.954103620286
2024-03-23 14:35:22,51867.39013300737,51524.954103620286,51867.39013300737
2024-03-23 14:41:35,51750.48400541314,51867.39013300737,51750.48400541314
2024-03-23 14:45:04,51681.77644943642,51750.48400541314,51681.77644943642
2024-03-23 14:50:31,51715.1189440742,51681.77644943642,51715.1189440742
2024-03-23 14:55:10,51822.07157353671,51715.1189440742,51822.07157353671
2024-03-23 15:00:23,51836.150618167696,51822.07157353671,51836.150618167696
2024-03-23 15:05:59,51723.83584624869,51836.150618167696,51723.83584624869
2024-03-23 15:10:05,51796.57781676057,51723.83584624869,51796.57781676057
2024-03-23 15:15:53,51668.56907537975,51796.57781676057,51668.56907537975
2024-03-23 15:21:23,51534.72390736168,51668.56907537975,51534.72390736168
2024-03-23 15:26:00,51388.728847531704,51534.72390736168,51388.728847531704
2024-03-23 15:30:05,51439.02175693104,51388.728847531704,51439.02175693104
2024-03-23 15:35:43,51543.95261176412,51439.02175693104,51543.95261176412
2024-03-23 15:41:52,51494.71955711786,51543.95261176412,51494.71955711786
2024-03-23 15:45:13,51439.620961092645,51494.71955711786,51439.620961092645
2024-03-23 15:50:36,51517.225885044405,51439.620961092645,51517.225885044405
2024-03-23 15:56:14,51646.44107163228,51517.225885044405,51646.44107163228
2024-03-23 16:00:36,51680.80746255646,51646.44107163228,51680.80746255646
2024-03-23 16:05:22,51633.404345873576,51680.80746255646,51633.404345873576
2024-03-23 16:10:11,51535.20247786295,51633.404345873576,51535.20247786295
2024-03-23 16:15:30,51724.94097131122,51535.20247786295,51724.94097131122
2024-03-23 16:20:20,51707.659906364985,51724.94097131122,51707.659906364985
2024-03-23 16:25:52,51710.68042877746,51707.659906364985,51710.68042877746
2024-03-23 16:30:13,51782.20051671393,51710.68042877746,51782.20051671393
2024-03-23 16:36:22,51962.253823806226,51782.20051671393,51962.253823806226
2024-03-23 16:41:12,51959.85509703662,51962.253823806226,51959.85509703662
2024-03-23 16:45:28,52063.74604896196,51959.85509703662,52063.74604896196
2024-03-23 16:50:45,52155.96751201912,52063.74604896196,52155.96751201912
2024-03-23 16:55:36,52050.16620174634,52155.96751201912,52050.16620174634
2024-03-23 17:00:08,52130.097897037056,52050.16620174634,52130.097897037056
2024-03-23 17:05:13,52120.750814564424,52130.097897037056,52120.750814564424
2024-03-23 17:11:21,52081.96961020637,52120.750814564424,52081.96961020637
2024-03-23 17:15:41,52033.482413089034,52081.96961020637,52033.482413089034
2024-03-23 17:20:18,51985.28307744926,52033.482413089034,51985.28307744926
2024-03-23 17:25:14,52025.72380374402,51985.28307744926,52025.72380374402
2024-03-23 17:30:28,52074.453755369555,52025.72380374402,52074.453755369555
2024-03-23 17:36:02,52327.089409915556,52074.453755369555,52327.089409915556
2024-03-23 17:41:08,52265.11856427042,52327.089409915556,52265.11856427042
2024-03-23 17:45:43,52175.80704487908,52265.11856427042,52175.80704487908
2024-03-23 17:50:24,52211.456840435334,52175.80704487908,52211.456840435334
2024-03-23 17:55:40,52117.55742497861,52211.456840435334,52117.55742497861
2024-03-23 18:02:17,52085.52381626357,52117.55742497861,52085.52381626357
2024-03-23 18:05:32,52046.55421779419,52085.52381626357,52046.55421779419
2024-03-23 18:10:52,52078.938928025644,52046.55421779419,52078.938928025644
2024-03-23 18:15:31,52023.67182209885,52078.938928025644,52023.67182209885
2024-03-23 18:21:05,51998.76374753386,52023.67182209885,51998.76374753386
2024-03-23 18:25:13,52040.322533103325,51998.76374753386,52040.322533103325
2024-03-23 18:30:51,51988.4520372161,52040.322533103325,51988.4520372161
2024-03-23 18:36:08,51979.16181817552,51988.4520372161,51979.16181817552
2024-03-23 18:41:00,51884.48172365531,51979.16181817552,51884.48172365531
2024-03-23 18:45:59,51890.751439795036,51884.48172365531,51890.751439795036
2024-03-23 18:51:01,51925.69693419501,51890.751439795036,51925.69693419501
2024-03-23 18:56:14,51888.259630356326,51925.69693419501,51888.259630356326
